KO	Quantification (KEGGCharter)	Taxon (KEGGCharter)	EC (ko-column)	KO (ko-column)	KO (KEGGCharter)	EC number (KEGGCharter)
K01725	1	Prochlorococcus	4.2.1.104	K01725	K01725	4.2.1.104
K01733	1	Prochlorococcus	4.2.3.1	K01733	K01733	4.2.3.1
K01735	1	Prochlorococcus	4.2.3.4	K01735,K13829,K13830	K01735,K13829,K13830	4.2.3.4
K01736	1	Prochlorococcus	4.2.3.5	K01736	K01736	4.2.3.5
K01737	1	Prochlorococcus	4.2.3.12,4.1.2.50	K01737,K01737,K22101	K01737,K22101	4.1.2.50,4.2.3.12
K01738	1	Prochlorococcus	2.5.1.47	K01738,K10150,K13034,K17069,K19725	K01738,K10150,K13034,K17069,K19725	2.5.1.47
K01739	1	Prochlorococcus	2.5.1.48	K01739	K01739	2.5.1.48
K01740	1	Prochlorococcus	2.5.1.49	K01740,K17069	K01740,K17069	2.5.1.49
K01749	1	Prochlorococcus	2.5.1.61	K01749	K01749	2.5.1.61
K01754	1	Prochlorococcus	4.3.1.19	K01754,K17989	K01754,K17989	4.3.1.19
K01755	1	Prochlorococcus	4.3.2.1	K01755,K14681	K01755,K14681	4.3.2.1
K01756	1	Prochlorococcus	4.3.2.2	K01756	K01756	4.3.2.2
K01758	1	Prochlorococcus	4.4.1.1	K01758,K17217	K01758,K17217	4.4.1.1
K01759	1	Prochlorococcus	4.4.1.5	K01759	K01759	4.4.1.5
K01768	1	Prochlorococcus	4.6.1.1	K01768,K05851,K05873,K08041,K08042,K08043,K08044,K08045,K08046,K08047,K08048,K08049,K11029,K11265,K22944	K01768,K05851,K05873,K08041,K08042,K08043,K08044,K08045,K08046,K08047,K08048,K08049,K11029,K11265,K22944	4.6.1.1
K01770	1	Prochlorococcus	4.6.1.12	K01770,K12506	K01770,K12506	4.6.1.12
K01772	1	Prochlorococcus	4.98.1.1,4.99.1.9	K01772	K01772	4.98.1.1,4.99.1.9
K01775	1	Prochlorococcus	5.1.1.1	K01775,K01798,K18348,K29026	K01775,K01798,K18348,K29026	5.1.1.1
K01776	1	Prochlorococcus	5.1.1.3	K01776,K29026	K01776,K29026	5.1.1.3
K01778	1	Prochlorococcus	5.1.1.7	K01778	K01778	5.1.1.7
K01783	1	Prochlorococcus	5.1.3.1	K01783	K01783	5.1.3.1
K01784	1	Prochlorococcus	5.1.3.2	K01784,K17716	K01784,K17716	5.1.3.2
K01785	1	Prochlorococcus	5.1.3.3	K01785	K01785	5.1.3.3
K01802	1	Prochlorococcus	5.2.1.8	K01802,K03767,K03768,K03769,K03770,K03771,K03772,K03773,K03774,K03775,K05864,K07533,K09563,K09564,K09565,K09566,K09567,K09568,K09569,K09570,K09571,K09572,K09573,K09574,K09575,K09576,K09577,K09578,K09579,K10598,K12733,K12734,K12735,K12736,K12737,K12739,K14826,K27682	K01802,K03767,K03768,K03769,K03770,K03771,K03772,K03773,K03774,K03775,K05864,K07533,K09563,K09564,K09565,K09566,K09567,K09568,K09569,K09570,K09571,K09572,K09573,K09574,K09575,K09576,K09577,K09578,K09579,K10598,K12733,K12734,K12735,K12736,K12737,K12739,K14826,K27682	5.2.1.8
K01803	1	Prochlorococcus	5.3.1.1	K01803	K01803	5.3.1.1
K01807	1	Prochlorococcus	5.3.1.6	K01807,K01808	K01807,K01808	5.3.1.6
K01810	1	Prochlorococcus	5.3.1.9	K01810,K06859,K13810,K15916	K01810,K06859,K13810,K15916	5.3.1.9
K01814	1	Prochlorococcus	5.3.1.16	K01814,K24017	K01814,K24017	5.3.1.16
K01817	1	Prochlorococcus	5.3.1.24	K01817,K13498,K13501,K24017	K01817,K13498,K13501,K24017	5.3.1.24
K01835	1	Prochlorococcus	5.4.2.2	K01835,K15778,K15779	K01835,K15778,K15779	5.4.2.2
K01838	1	Prochlorococcus	5.4.2.6	K01838	K01838	5.4.2.6
K01845	1	Prochlorococcus	5.4.3.8	K01845	K01845	5.4.3.8
K01866	1	Prochlorococcus	6.1.1.1	K01866	K01866	6.1.1.1
K01867	1	Prochlorococcus	6.1.1.2	K01867	K01867	6.1.1.2
K01868	1	Prochlorococcus	6.1.1.3	K01868	K01868	6.1.1.3
K01869	1	Prochlorococcus	6.1.1.4	K01869	K01869	6.1.1.4
K01870	1	Prochlorococcus	6.1.1.5	K01870	K01870	6.1.1.5
K01872	1	Prochlorococcus	6.1.1.7	K01872	K01872	6.1.1.7
K01873	1	Prochlorococcus	6.1.1.9	K01873	K01873	6.1.1.9
K01874	1	Prochlorococcus	6.1.1.10	K01874	K01874	6.1.1.10
K01875	1	Prochlorococcus	6.1.1.11	K01875	K01875	6.1.1.11
K01876	1	Prochlorococcus	6.1.1.12	K01876,K22503,K24278	K01876,K22503,K24278	6.1.1.12
K01878	1	Prochlorococcus	6.1.1.14	K01878,K01879,K01880,K14164	K01878,K01879,K01880,K14164	6.1.1.14
K01879	1	Prochlorococcus	6.1.1.14	K01878,K01879,K01880,K14164	K01878,K01879,K01880,K14164	6.1.1.14
K01881	1	Prochlorococcus	6.1.1.15	K01881,K14163	K01881,K14163	6.1.1.15
K01883	1	Prochlorococcus	6.1.1.16	K01883,K01884	K01883,K01884	6.1.1.16
K01885	1	Prochlorococcus	6.1.1.17	K01885,K14163	K01885,K14163	6.1.1.17
K01887	1	Prochlorococcus	6.1.1.19	K01887	K01887	6.1.1.19
K01889	1	Prochlorococcus	6.1.1.20	K01889,K01890	K01889,K01890	6.1.1.20
K01890	1	Prochlorococcus	6.1.1.20	K01889,K01890	K01889,K01890	6.1.1.20
K01892	1	Prochlorococcus	6.1.1.21	K01892	K01892	6.1.1.21
K01895	1	Prochlorococcus	6.2.1.1	K01895,K01913,K24907	K01895,K01913,K24907	6.2.1.1
K01897	1	Prochlorococcus	6.2.1.3	K01897,K08746,K15013,K28161	K01897,K08746,K15013,K28161	6.2.1.3
K01911	1	Prochlorococcus	6.2.1.26	K01911,K14760	K01911,K14760	6.2.1.26
K01915	1	Prochlorococcus	6.3.1.2	K01915	K01915	6.3.1.2
K01916	1	Prochlorococcus	6.3.1.5	K01916	K01916	6.3.1.5
K01920	1	Prochlorococcus	6.3.2.3	K01920,K21456,K28983	K01920,K21456,K28983	6.3.2.3
K01921	1	Prochlorococcus	6.3.2.4	K01921	K01921	6.3.2.4
K01923	1	Prochlorococcus	6.3.2.6	K01587,K01923,K13713	K01587,K01923,K13713	6.3.2.6
K01924	1	Prochlorococcus	6.3.2.8	K01924	K01924	6.3.2.8
K01925	1	Prochlorococcus	6.3.2.9	K01925	K01925	6.3.2.9
K01928	1	Prochlorococcus	6.3.2.13	K01928,K15792	K01928,K15792	6.3.2.13
K01929	1	Prochlorococcus	6.3.2.10	K01798,K01929,K15792	K01798,K01929,K15792	6.3.2.10
K01933	1	Prochlorococcus	6.3.3.1	K01933,K11787,K11788	K01933,K11787,K11788	6.3.3.1
K01934	1	Prochlorococcus	6.3.3.2	K00603,K01934	K00603,K01934	6.3.3.2
K01935	1	Prochlorococcus	6.3.3.3	K01935,K19562	K01935,K19562	6.3.3.3
K01937	1	Prochlorococcus	6.3.4.2	K01937	K01937	6.3.4.2
K01939	1	Prochlorococcus	6.3.4.4	K01939	K01939	6.3.4.4
K01940	1	Prochlorococcus	6.3.4.5	K01940	K01940	6.3.4.5
K01945	1	Prochlorococcus	6.3.4.13	K01945,K11787,K11788,K13713	K01945,K11787,K11788,K13713	6.3.4.13
K01950	1	Prochlorococcus	6.3.5.1	K01950	K01950	6.3.5.1
K01951	1	Prochlorococcus	6.3.5.2	K01951	K01951	6.3.5.2
K01952	1	Prochlorococcus	6.3.5.3	K01952,K23264,K23265,K23269,K23270	K01952,K23264,K23265,K23269,K23270	6.3.5.3
K01955	1	Prochlorococcus	6.3.5.5	K01954,K01955,K01956,K11540,K11541	K01954,K01955,K01956,K11540,K11541	6.3.5.5
K01956	1	Prochlorococcus	6.3.5.5	K01954,K01955,K01956,K11540,K11541	K01954,K01955,K01956,K11540,K11541	6.3.5.5
K01961	1	Prochlorococcus	6.4.1.2,6.3.4.14	K01946,K01961,K01962,K01963,K01964,K11262,K11263,K15036,K18472,K18603,K18604,K19312,K22568,K01946,K01961,K11262,K11263	K01946,K01961,K01962,K01963,K01964,K11262,K11263,K15036,K18472,K18603,K18604,K19312,K22568	6.3.4.14,6.4.1.2
K01962	1	Prochlorococcus	6.4.1.2,2.1.3.15	K01946,K01961,K01962,K01963,K01964,K11262,K11263,K15036,K18472,K18603,K18604,K19312,K22568,K01946,K01962,K01963,K01966,K11262,K15036,K15052,K18472,K18604,K19312,K27094	K01946,K01961,K01962,K01963,K01964,K01966,K11262,K11263,K15036,K15052,K18472,K18603,K18604,K19312,K22568,K27094	2.1.3.15,6.4.1.2
K01963	1	Prochlorococcus	6.4.1.2,2.1.3.15	K01946,K01961,K01962,K01963,K01964,K11262,K11263,K15036,K18472,K18603,K18604,K19312,K22568,K01946,K01962,K01963,K01966,K11262,K15036,K15052,K18472,K18604,K19312,K27094	K01946,K01961,K01962,K01963,K01964,K01966,K11262,K11263,K15036,K15052,K18472,K18603,K18604,K19312,K22568,K27094	2.1.3.15,6.4.1.2
K01972	1	Prochlorococcus	6.5.1.2	K01972	K01972	6.5.1.2
K01990	1	Prochlorococcus			K01990	
K01991	1	Prochlorococcus			K01991	
K01992	1	Prochlorococcus			K01992	
K02003	1	Prochlorococcus			K02003	
K02004	1	Prochlorococcus			K02004	
K02005	1	Prochlorococcus			K02005	
K02010	1	Prochlorococcus	7.2.2.7	K02010	K02010	7.2.2.7
K02011	1	Prochlorococcus			K02011	
K02012	1	Prochlorococcus			K02012	
K02013	1	Prochlorococcus			K02013	
K02021	1	Prochlorococcus			K02021	
K02031	1	Prochlorococcus			K02031	
K02032	1	Prochlorococcus			K02032	
K02033	1	Prochlorococcus			K02033	
K02034	1	Prochlorococcus			K02034	
K02035	1	Prochlorococcus			K02035	
K02036	1	Prochlorococcus	7.3.2.1	K02036	K02036	7.3.2.1
K02037	1	Prochlorococcus			K02037	
K02038	1	Prochlorococcus			K02038	
K02040	1	Prochlorococcus			K02040	
K02041	1	Prochlorococcus	7.3.2.2	K02041	K02041	7.3.2.2
K02042	1	Prochlorococcus			K02042	
K02044	1	Prochlorococcus			K02044	
K02065	1	Prochlorococcus			K02065	
K02066	1	Prochlorococcus			K02066	
K02067	1	Prochlorococcus			K02067	
K02074	1	Prochlorococcus			K02074	
K02075	1	Prochlorococcus			K02075	
K02077	1	Prochlorococcus			K02077	
K02078	1	Prochlorococcus			K02078	
K02108	1	Prochlorococcus			K02108	
K02109	1	Prochlorococcus			K02109	
K02110	1	Prochlorococcus			K02110	
K02111	1	Prochlorococcus	7.1.2.2,7.2.2.1	K02111,K02112,K02117,K02133,K02145,K02111,K02112,K02117	K02111,K02112,K02117,K02133,K02145	7.1.2.2,7.2.2.1
K02112	1	Prochlorococcus	7.1.2.2,7.2.2.1	K02111,K02112,K02117,K02133,K02145,K02111,K02112,K02117	K02111,K02112,K02117,K02133,K02145	7.1.2.2,7.2.2.1
K02113	1	Prochlorococcus			K02113	
K02114	1	Prochlorococcus			K02114	
K02115	1	Prochlorococcus			K02115	
K02116	1	Prochlorococcus			K02116	
K02160	1	Prochlorococcus			K02160	
K02169	1	Prochlorococcus	2.1.1.197	K02169	K02169	2.1.1.197
K02188	1	Prochlorococcus	2.1.1.195	K02188	K02188	2.1.1.195
K02221	1	Prochlorococcus			K02221	
K02224	1	Prochlorococcus	6.3.5.9,6.3.5.11	K02224	K02224	6.3.5.11,6.3.5.9
K02227	1	Prochlorococcus	6.3.1.10	K02227	K02227	6.3.1.10
K02230	1	Prochlorococcus	6.6.1.2	K02230,K09882,K09883	K02230,K09882,K09883	6.6.1.2
K02231	1	Prochlorococcus	2.7.1.156,2.7.7.62	K02231,K19712,K02231	K02231,K19712	2.7.1.156,2.7.7.62
K02232	1	Prochlorococcus	6.3.5.10	K02232	K02232	6.3.5.10
K02233	1	Prochlorococcus	2.7.8.26	K02233	K02233	2.7.8.26
K02234	1	Prochlorococcus			K02234	
K02257	1	Prochlorococcus	2.5.1.141	K02257	K02257	2.5.1.141
K02259	1	Prochlorococcus	1.17.99.9	K02259	K02259	1.17.99.9
K02274	1	Prochlorococcus	7.1.1.9	K00404,K02256,K02274,K02275,K02276,K02277,K15408,K15862,K27109	K00404,K02256,K02274,K02275,K02276,K02277,K15408,K15862,K27109	7.1.1.9
K02275	1	Prochlorococcus	7.1.1.9	K00404,K02256,K02274,K02275,K02276,K02277,K15408,K15862,K27109	K00404,K02256,K02274,K02275,K02276,K02277,K15408,K15862,K27109	7.1.1.9
K02276	1	Prochlorococcus	7.1.1.9	K00404,K02256,K02274,K02275,K02276,K02277,K15408,K15862,K27109	K00404,K02256,K02274,K02275,K02276,K02277,K15408,K15862,K27109	7.1.1.9
K02291	1	Prochlorococcus	2.5.1.32	K02291,K17841	K02291,K17841	2.5.1.32
K02293	1	Prochlorococcus	1.3.5.5	K02293	K02293	1.3.5.5
K02294	1	Prochlorococcus			K02294	
K02303	1	Prochlorococcus	2.1.1.107	K00589,K02302,K02303,K02496,K13542,K13543	K00589,K02302,K02303,K02496,K13542,K13543	2.1.1.107
K02313	1	Prochlorococcus			K02313	
K02314	1	Prochlorococcus	5.6.2.3	K02209,K02210,K02212,K02314,K02540,K02541,K02542,K03722,K10706,K10726,K10742,K10844,K11136,K11338,K14326,K15254,K15255,K15362,K17265,K17680,K18947,K19036,K19783,K21499,K21502,K25237	K02209,K02210,K02212,K02314,K02540,K02541,K02542,K03722,K10706,K10726,K10742,K10844,K11136,K11338,K14326,K15254,K15255,K15362,K17265,K17680,K18947,K19036,K19783,K21499,K21502,K25237	5.6.2.3
K02316	1	Prochlorococcus	2.7.7.101	K02316	K02316	2.7.7.101
K02335	1	Prochlorococcus	2.7.7.7	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	2.7.7.7
K02337	1	Prochlorococcus	2.7.7.7	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	2.7.7.7
K02338	1	Prochlorococcus	2.7.7.7	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	2.7.7.7
K02340	1	Prochlorococcus	2.7.7.7	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	2.7.7.7
K02341	1	Prochlorococcus	2.7.7.7	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	2.7.7.7
K02342	1	Prochlorococcus	2.7.7.7	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	2.7.7.7
K02343	1	Prochlorococcus	2.7.7.7	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	2.7.7.7
K02355	1	Prochlorococcus			K02355	
K02356	1	Prochlorococcus			K02356	
K02357	1	Prochlorococcus			K02357	
K02358	1	Prochlorococcus			K02358	
K02372	1	Prochlorococcus	4.2.1.59	K01716,K02372,K16363	K01716,K02372,K16363	4.2.1.59
K02377	1	Prochlorococcus	1.1.1.271	K02377	K02377	1.1.1.271
K02426	1	Prochlorococcus			K02426	
K02428	1	Prochlorococcus			K02428	
K02433	1	Prochlorococcus	6.3.5.6,6.3.5.7	K02433,K02434,K02435,K02433,K02434,K02435,K03330,K03865,K09482	K02433,K02434,K02435,K03330,K03865,K09482	6.3.5.6,6.3.5.7
K02434	1	Prochlorococcus	6.3.5.6,6.3.5.7	K02433,K02434,K02435,K02433,K02434,K02435,K03330,K03865,K09482	K02433,K02434,K02435,K03330,K03865,K09482	6.3.5.6,6.3.5.7
K02435	1	Prochlorococcus	6.3.5.6,6.3.5.7	K02433,K02434,K02435,K02433,K02434,K02435,K03330,K03865,K09482	K02433,K02434,K02435,K03330,K03865,K09482	6.3.5.6,6.3.5.7
K02437	1	Prochlorococcus			K02437	
K02469	1	Prochlorococcus	5.6.2.2	K02469,K02470,K02621,K02622,K03164,K03166,K03167,K03170,K26040,K26042,K26045,K26426	K02469,K02470,K02621,K02622,K03164,K03166,K03167,K03170,K26040,K26042,K26045,K26426	5.6.2.2
K02470	1	Prochlorococcus	5.6.2.2	K02469,K02470,K02621,K02622,K03164,K03166,K03167,K03170,K26040,K26042,K26045,K26426	K02469,K02470,K02621,K02622,K03164,K03166,K03167,K03170,K26040,K26042,K26045,K26426	5.6.2.2
K02471	1	Prochlorococcus			K02471	
K02492	1	Prochlorococcus	1.2.1.70	K02492	K02492	1.2.1.70
K02493	1	Prochlorococcus	2.1.1.297	K02493,K19589	K02493,K19589	2.1.1.297
K02499	1	Prochlorococcus			K02499	
K02500	1	Prochlorococcus	4.3.2.10	K01663,K02500,K02501	K01663,K02500,K02501	4.3.2.10
K02501	1	Prochlorococcus	4.3.2.10	K01663,K02500,K02501	K01663,K02500,K02501	4.3.2.10
K02502	1	Prochlorococcus			K02502	
K02503	1	Prochlorococcus			K02503	
K02518	1	Prochlorococcus			K02518	
K02519	1	Prochlorococcus			K02519	
K02520	1	Prochlorococcus			K02520	
K02528	1	Prochlorococcus	2.1.1.182	K02528	K02528	2.1.1.182
K02533	1	Prochlorococcus			K02533	
K02535	1	Prochlorococcus	3.5.1.108	K02535,K16363	K02535,K16363	3.5.1.108
K02536	1	Prochlorococcus	2.3.1.191	K02536	K02536	2.3.1.191
K02548	1	Prochlorococcus	2.5.1.74	K02548	K02548	2.5.1.74
K02549	1	Prochlorococcus	4.2.1.113	K02549,K14759	K02549,K14759	4.2.1.113
K02551	1	Prochlorococcus	2.2.1.9	K02551,K14759	K02551,K14759	2.2.1.9
K02552	1	Prochlorococcus	5.4.4.2	K01851,K02361,K02552,K04781,K14759	K01851,K02361,K02552,K04781,K14759	5.4.4.2
K02563	1	Prochlorococcus	2.4.1.227	K02563	K02563	2.4.1.227
K02594	1	Prochlorococcus	2.3.3.14	K01655,K02594,K10977	K01655,K02594,K10977	2.3.3.14
K02600	1	Prochlorococcus			K02600	
K02601	1	Prochlorococcus			K02601	
K02619	1	Prochlorococcus	4.1.3.38	K02619,K03342,K18482	K02619,K03342,K18482	4.1.3.38
K02634	1	Prochlorococcus			K02634	
K02635	1	Prochlorococcus			K02635	
K02636	1	Prochlorococcus	7.1.1.6	K02636	K02636	7.1.1.6
K02637	1	Prochlorococcus			K02637	
K02638	1	Prochlorococcus			K02638	
K02639	1	Prochlorococcus			K02639	
K02640	1	Prochlorococcus			K02640	
K02641	1	Prochlorococcus	1.18.1.2	K00528,K02641,K21567	K00528,K02641,K21567	1.18.1.2
K02643	1	Prochlorococcus			K02643	
K02687	1	Prochlorococcus			K02687	
K02689	1	Prochlorococcus	1.97.1.12	K02689,K02690,K02691	K02689,K02690,K02691	1.97.1.12
K02690	1	Prochlorococcus	1.97.1.12	K02689,K02690,K02691	K02689,K02690,K02691	1.97.1.12
K02691	1	Prochlorococcus	1.97.1.12	K02689,K02690,K02691	K02689,K02690,K02691	1.97.1.12
K02692	1	Prochlorococcus			K02692	
K02693	1	Prochlorococcus			K02693	
K02694	1	Prochlorococcus			K02694	
K02697	1	Prochlorococcus			K02697	
K02698	1	Prochlorococcus			K02698	
K02699	1	Prochlorococcus			K02699	
K02700	1	Prochlorococcus			K02700	
K02703	1	Prochlorococcus	1.10.3.9	K02703,K02706	K02703,K02706	1.10.3.9
K02704	1	Prochlorococcus			K02704	
K02705	1	Prochlorococcus			K02705	
K02706	1	Prochlorococcus	1.10.3.9	K02703,K02706	K02703,K02706	1.10.3.9
K02707	1	Prochlorococcus			K02707	
K02709	1	Prochlorococcus			K02709	
K02711	1	Prochlorococcus			K02711	
K02712	1	Prochlorococcus			K02712	
K02714	1	Prochlorococcus			K02714	
K02715	1	Prochlorococcus			K02715	
K02716	1	Prochlorococcus			K02716	
K02717	1	Prochlorococcus			K02717	
K02722	1	Prochlorococcus			K02722	
K02724	1	Prochlorococcus			K02724	
K02825	1	Prochlorococcus	2.4.2.9	K00761,K02825	K00761,K02825	2.4.2.9
K02835	1	Prochlorococcus			K02835	
K02836	1	Prochlorococcus			K02836	
K02837	1	Prochlorococcus			K02837	
K02838	1	Prochlorococcus			K02838	
K02851	1	Prochlorococcus	2.7.8.33,2.7.8.35	K02851	K02851	2.7.8.33,2.7.8.35
K02860	1	Prochlorococcus			K02860	
K02863	1	Prochlorococcus			K02863	
K02864	1	Prochlorococcus			K02864	
K02867	1	Prochlorococcus			K02867	
K02871	1	Prochlorococcus			K02871	
K02874	1	Prochlorococcus			K02874	
K02876	1	Prochlorococcus			K02876	
K02878	1	Prochlorococcus			K02878	
K02879	1	Prochlorococcus			K02879	
K02881	1	Prochlorococcus			K02881	
K02884	1	Prochlorococcus			K02884	
K02886	1	Prochlorococcus			K02886	
K02887	1	Prochlorococcus			K02887	
K02888	1	Prochlorococcus			K02888	
K02890	1	Prochlorococcus			K02890	
K02892	1	Prochlorococcus			K02892	
K02895	1	Prochlorococcus			K02895	
K02899	1	Prochlorococcus			K02899	
K02902	1	Prochlorococcus			K02902	
K02904	1	Prochlorococcus			K02904	
K02906	1	Prochlorococcus			K02906	
K02909	1	Prochlorococcus			K02909	
K02911	1	Prochlorococcus			K02911	
K02913	1	Prochlorococcus			K02913	
K02914	1	Prochlorococcus			K02914	
K02916	1	Prochlorococcus			K02916	
K02926	1	Prochlorococcus			K02926	
K02931	1	Prochlorococcus			K02931	
K02933	1	Prochlorococcus			K02933	
K02935	1	Prochlorococcus			K02935	
K02939	1	Prochlorococcus			K02939	
K02945	1	Prochlorococcus			K02945	
K02946	1	Prochlorococcus			K02946	
K02948	1	Prochlorococcus			K02948	
K02950	1	Prochlorococcus			K02950	
K02952	1	Prochlorococcus			K02952	
K02954	1	Prochlorococcus			K02954	
K02956	1	Prochlorococcus			K02956	
K02959	1	Prochlorococcus			K02959	
K02961	1	Prochlorococcus			K02961	
K02963	1	Prochlorococcus			K02963	
K02965	1	Prochlorococcus			K02965	
K02967	1	Prochlorococcus			K02967	
K02968	1	Prochlorococcus			K02968	
K02970	1	Prochlorococcus			K02970	
K02982	1	Prochlorococcus			K02982	
K02986	1	Prochlorococcus			K02986	
K02988	1	Prochlorococcus			K02988	
K02990	1	Prochlorococcus			K02990	
K02992	1	Prochlorococcus			K02992	
