KO	Quantification (KEGGCharter)	Taxon (KEGGCharter)	EC (ko-column)	KO (ko-column)	KO (KEGGCharter)	EC number (KEGGCharter)
K10563	1	Prochlorococcus	3.2.2.23,4.2.99.18	K01741,K03653,K03660,K05522,K10563,K10567,K10568,K10569,K10765,K10773,K10563	K01741,K03653,K03660,K05522,K10563,K10567,K10568,K10569,K10765,K10773	3.2.2.23,4.2.99.18
K10697	1	Prochlorococcus			K10697	
K10716	1	Prochlorococcus			K10716	
K10747	1	Prochlorococcus	6.5.1.1,6.5.1.6,6.5.1.7	K10747,K01971,K10747,K10776,K10777,K18951,K26425,K26441,K26530	K01971,K10747,K10776,K10777,K18951,K26425,K26441,K26530	6.5.1.1,6.5.1.6,6.5.1.7
K10773	1	Prochlorococcus	4.2.99.18	K01741,K03653,K03660,K05522,K10563,K10567,K10568,K10569,K10765,K10773	K01741,K03653,K03660,K05522,K10563,K10567,K10568,K10569,K10765,K10773	4.2.99.18
K10960	1	Prochlorococcus	1.3.1.83,1.3.1.111	K10960	K10960	1.3.1.111,1.3.1.83
K11145	1	Prochlorococcus			K11145	
K11175	1	Prochlorococcus	2.1.2.2	K00601,K01492,K11175,K11787	K00601,K01492,K11175,K11787	2.1.2.2
K11206	1	Prochlorococcus	3.5.1.128	K11206	K11206	3.5.1.128
K11325	1	Prochlorococcus			K11325	
K11329	1	Prochlorococcus			K11329	
K11381	1	Prochlorococcus	1.2.4.4	K00166,K00167,K11381	K00166,K00167,K11381	1.2.4.4
K11532	1	Prochlorococcus	3.1.3.11,3.1.3.37	K01086,K01100,K11532,K22315,K01086,K01622,K02446,K03841,K04041,K11532,K28849	K01086,K01100,K01622,K02446,K03841,K04041,K11532,K22315,K28849	3.1.3.11,3.1.3.37
K11601	1	Prochlorococcus			K11601	
K11602	1	Prochlorococcus			K11602	
K11603	1	Prochlorococcus	7.2.2.5	K10830,K11603,K11710,K19973	K10830,K11603,K11710,K19973	7.2.2.5
K11717	1	Prochlorococcus	2.8.1.7,4.4.1.16	K01763,K11717,K04487,K11717	K01763,K04487,K11717	2.8.1.7,4.4.1.16
K11720	1	Prochlorococcus			K11720	
K11752	1	Prochlorococcus	3.5.4.26,1.1.1.193	K01498,K11752,K00082,K11752	K00082,K01498,K11752	1.1.1.193,3.5.4.26
K11753	1	Prochlorococcus	2.7.1.26,2.7.7.2	K00953,K11753,K14656,K22949,K00861,K11753,K20884	K00861,K00953,K11753,K14656,K20884,K22949	2.7.1.26,2.7.7.2
K11754	1	Prochlorococcus	6.3.2.12,6.3.2.17	K01930,K11754,K22099,K11754,K20457,K22099,K24102	K01930,K11754,K20457,K22099,K24102	6.3.2.12,6.3.2.17
K11755	1	Prochlorococcus	3.5.4.19,3.6.1.31	K01496,K11755,K14152,K01523,K11755,K14152	K01496,K01523,K11755,K14152	3.5.4.19,3.6.1.31
K11777	1	Prochlorococcus			K11777	
K11959	1	Prochlorococcus			K11959	
K11960	1	Prochlorococcus			K11960	
K11961	1	Prochlorococcus			K11961	
K11962	1	Prochlorococcus			K11962	
K11963	1	Prochlorococcus			K11963	
K11991	1	Prochlorococcus	3.5.4.33	K11991	K11991	3.5.4.33
K12073	1	Prochlorococcus	3.1.2.28	K12073,K19222	K12073,K19222	3.1.2.28
K12452	1	Prochlorococcus	1.17.1.1	K00523,K12452	K00523,K12452	1.17.1.1
K12454	1	Prochlorococcus	5.1.3.10	K12454	K12454	5.1.3.10
K12573	1	Prochlorococcus	3.1.13.1	K01147,K12573,K12579,K19782,K25165	K01147,K12573,K12579,K19782,K25165	3.1.13.1
K12574	1	Prochlorococcus			K12574	
K13038	1	Prochlorococcus	4.1.1.36,6.3.2.5	K13038,K21977,K01598,K13038	K01598,K13038,K21977	4.1.1.36,6.3.2.5
K13292	1	Prochlorococcus	2.5.1.145	K13292	K13292	2.5.1.145
K13541	1	Prochlorococcus	3.7.1.12,2.1.1.272,2.1.1.131	K05934,K13541,K21479,K02189,K13541,K05934,K13540,K13541	K02189,K05934,K13540,K13541,K21479	2.1.1.131,2.1.1.272,3.7.1.12
K13542	1	Prochlorococcus	2.1.1.107,4.2.1.75	K00589,K02302,K02303,K02496,K13542,K13543,K01719,K13542,K13543	K00589,K01719,K02302,K02303,K02496,K13542,K13543	2.1.1.107,4.2.1.75
K13628	1	Prochlorococcus			K13628	
K13693	1	Prochlorococcus	2.4.1.266	K13693	K13693	2.4.1.266
K13745	1	Prochlorococcus	4.1.1.86	K13745	K13745	4.1.1.86
K13789	1	Prochlorococcus	2.5.1.1,2.5.1.10,2.5.1.29	K00787,K00795,K00804,K13787,K13789,K14066,K00804,K13787,K13789,K00787,K00795,K00804,K13787,K13789	K00787,K00795,K00804,K13787,K13789,K14066	2.5.1.1,2.5.1.10,2.5.1.29
K13799	1	Prochlorococcus	6.3.2.1,2.7.4.25	K00945,K13799,K01918,K13799	K00945,K01918,K13799	2.7.4.25,6.3.2.1
K14330	1	Prochlorococcus	1.2.1.80	K14330	K14330	1.2.1.80
K14331	1	Prochlorococcus	4.1.99.5	K14331,K15404	K14331,K15404	4.1.99.5
K14441	1	Prochlorococcus	2.8.4.4	K14441	K14441	2.8.4.4
K14518	1	Prochlorococcus			K14518	
K14540	1	Prochlorococcus			K14540	
K14652	1	Prochlorococcus	4.1.99.12,3.5.4.25	K02858,K14652,K01497,K14652	K01497,K02858,K14652	3.5.4.25,4.1.99.12
K14761	1	Prochlorococcus			K14761	
K15034	1	Prochlorococcus			K15034	
K15226	1	Prochlorococcus	1.3.1.78	K15226,K15227	K15226,K15227	1.3.1.78
K15383	1	Prochlorococcus			K15383	
K15577	1	Prochlorococcus			K15577	
K15578	1	Prochlorococcus	7.3.2.4	K15578	K15578	7.3.2.4
K15633	1	Prochlorococcus	5.4.2.12	K15633,K15635	K15633,K15635	5.4.2.12
K15736	1	Prochlorococcus	1.1.5.13	K15736	K15736	1.1.5.13
K15918	1	Prochlorococcus	2.7.1.31	K15918	K15918	2.7.1.31
K15977	1	Prochlorococcus			K15977	
K16011	1	Prochlorococcus	2.7.7.13,5.3.1.8	K01809,K15916,K16011,K28465,K00966,K00971,K16011,K16881	K00966,K00971,K01809,K15916,K16011,K16881,K28465	2.7.7.13,5.3.1.8
K16052	1	Prochlorococcus			K16052	
K16149	1	Prochlorococcus	2.4.1.18	K00700,K16149	K00700,K16149	2.4.1.18
K16785	1	Prochlorococcus			K16785	
K16786	1	Prochlorococcus			K16786	
K16787	1	Prochlorococcus			K16787	
K16881	1	Prochlorococcus	2.7.7.13,5.4.2.8	K01840,K15778,K16881,K17497,K00966,K00971,K16011,K16881	K00966,K00971,K01840,K15778,K16011,K16881,K17497	2.7.7.13,5.4.2.8
K17623	1	Prochlorococcus	3.1.3.96	K17623	K17623	3.1.3.96
K17758	1	Prochlorococcus	4.2.1.136	K17758,K23997	K17758,K23997	4.2.1.136
K17759	1	Prochlorococcus	5.1.99.6	K17759,K23997,K23998	K17759,K23997,K23998	5.1.99.6
K17893	1	Prochlorococcus	1.10.3.11	K17893	K17893	1.10.3.11
K18534	1	Prochlorococcus	2.1.1.295	K12502,K18534	K12502,K18534	2.1.1.295
K18678	1	Prochlorococcus	2.7.1.182	K18678	K18678	2.7.1.182
K18889	1	Prochlorococcus			K18889	
K18890	1	Prochlorococcus			K18890	
K18979	1	Prochlorococcus	1.17.99.6	K09765,K18979	K09765,K18979	1.17.99.6
K19003	1	Prochlorococcus	2.4.1.336	K19003	K19003	2.4.1.336
K19032	1	Prochlorococcus			K19032	
K19180	1	Prochlorococcus	1.1.1.339	K19180	K19180	1.1.1.339
K19221	1	Prochlorococcus	2.5.1.17	K00798,K19221	K00798,K19221	2.5.1.17
K19560	1	Prochlorococcus	3.1.1.85	K02170,K09789,K19560,K19561	K02170,K09789,K19560,K19561	3.1.1.85
K19982	1	Prochlorococcus			K19982	
K20024	1	Prochlorococcus	5.1.3.34	K20024	K20024	5.1.3.34
K20207	1	Prochlorococcus	1.11.1.22	K20207	K20207	1.11.1.22
K20534	1	Prochlorococcus			K20534	
K21147	1	Prochlorococcus	2.7.7.80,2.8.1.11	K11996,K21029,K21147,K11996,K21028,K21147	K11996,K21028,K21029,K21147	2.7.7.80,2.8.1.11
K21480	1	Prochlorococcus	1.14.15.20	K21480	K21480	1.14.15.20
K21561	1	Prochlorococcus			K21561	
K21929	1	Prochlorococcus	3.2.2.27	K03648,K21929,K25266,K26513	K03648,K21929,K25266,K26513	3.2.2.27
K22305	1	Prochlorococcus	3.1.3.3	K01079,K02203,K05518,K07315,K15781,K22305,K25528	K01079,K02203,K05518,K07315,K15781,K22305,K25528	3.1.3.3
