KO	Quantification (KEGGCharter)	Taxon (KEGGCharter)	EC (ko-column)	KO (ko-column)	KO (KEGGCharter)	EC number (KEGGCharter)
K00558	1	Synechocystis	2.1.1.37	K00558,K17398,K17399,K26510	K00558,K17398,K17399,K26510	2.1.1.37
K00566	1	Synechocystis	2.8.1.13	K00566	K00566	2.8.1.13
K00588	1	Synechocystis	2.1.1.104	K00588	K00588	2.1.1.104
K00595	1	Synechocystis	2.1.1.132,2.1.1.289,2.1.1.196	K00595,K02191,K00595,K00595,K03399	K00595,K02191,K03399	2.1.1.132,2.1.1.196,2.1.1.289
K00600	1	Synechocystis	2.1.2.1	K00600	K00600	2.1.2.1
K00602	1	Synechocystis	2.1.2.3,3.5.4.10	K00602,K11176,K00602,K01492	K00602,K01492,K11176	2.1.2.3,3.5.4.10
K00604	1	Synechocystis	2.1.2.9	K00604	K00604	2.1.2.9
K00605	1	Synechocystis	2.1.2.10	K00605	K00605	2.1.2.10
K00606	1	Synechocystis	2.1.2.11	K00606	K00606	2.1.2.11
K00609	1	Synechocystis	2.1.3.2	K00608,K00609,K11540,K11541	K00608,K00609,K11540,K11541	2.1.3.2
K00611	1	Synechocystis	2.1.3.3	K00611	K00611	2.1.3.3
K00612	1	Synechocystis			K00612	
K00615	1	Synechocystis	2.2.1.1	K00615	K00615	2.2.1.1
K00616	1	Synechocystis	2.2.1.2	K00616,K13810	K00616,K13810	2.2.1.2
K00620	1	Synechocystis	2.3.1.35,2.3.1.1	K00620,K00618,K00619,K00620,K11067,K14681,K14682,K22476,K22477,K22478	K00618,K00619,K00620,K11067,K14681,K14682,K22476,K22477,K22478	2.3.1.1,2.3.1.35
K00626	1	Synechocystis	2.3.1.9	K00626	K00626	2.3.1.9
K00627	1	Synechocystis	2.3.1.12	K00627	K00627	2.3.1.12
K00640	1	Synechocystis	2.3.1.30	K00640,K19726,K23304	K00640,K19726,K23304	2.3.1.30
K00645	1	Synechocystis	2.3.1.39	K00645,K13935	K00645,K13935	2.3.1.39
K00648	1	Synechocystis	2.3.1.180	K00648,K18473	K00648,K18473	2.3.1.180
K00652	1	Synechocystis	2.3.1.47	K00652	K00652	2.3.1.47
K00655	1	Synechocystis	2.3.1.51	K00655,K13509,K13513,K13517,K13519,K13523,K13699,K14674,K15781,K19007,K22831	K00655,K13509,K13513,K13517,K13519,K13523,K13699,K14674,K15781,K19007,K22831	2.3.1.51
K00677	1	Synechocystis	2.3.1.129	K00677	K00677	2.3.1.129
K00681	1	Synechocystis	2.3.2.2,3.4.19.13	K00681,K18592	K00681,K18592	2.3.2.2,3.4.19.13
K00684	1	Synechocystis	2.3.2.6	K00684	K00684	2.3.2.6
K00688	1	Synechocystis	2.4.1.1	K00688,K16153	K00688,K16153	2.4.1.1
K00696	1	Synechocystis	2.4.1.14	K00696	K00696	2.4.1.14
K00700	1	Synechocystis	2.4.1.18	K00700,K16149	K00700,K16149	2.4.1.18
K00703	1	Synechocystis	2.4.1.21	K00703	K00703	2.4.1.21
K00705	1	Synechocystis	2.4.1.25	K00705,K01196,K22451	K00705,K01196,K22451	2.4.1.25
K00720	1	Synechocystis	2.4.1.80	K00720	K00720	2.4.1.80
K00721	1	Synechocystis	2.4.1.83	K00721	K00721	2.4.1.83
K00728	1	Synechocystis	2.4.1.109	K00728,K27244	K00728,K27244	2.4.1.109
K00748	1	Synechocystis	2.4.1.182	K00748	K00748	2.4.1.182
K00759	1	Synechocystis	2.4.2.7	K00759	K00759	2.4.2.7
K00761	1	Synechocystis	2.4.2.9	K00761,K02825	K00761,K02825	2.4.2.9
K00762	1	Synechocystis	2.4.2.10	K00762,K13421	K00762,K13421	2.4.2.10
K00764	1	Synechocystis	2.4.2.14	K00764	K00764	2.4.2.14
K00765	1	Synechocystis	2.4.2.17	K00765	K00765	2.4.2.17
K00766	1	Synechocystis	2.4.2.18	K00766,K13497	K00766,K13497	2.4.2.18
K00767	1	Synechocystis	2.4.2.19	K00767	K00767	2.4.2.19
K00772	1	Synechocystis	2.4.2.28	K00772,K05810	K00772,K05810	2.4.2.28
K00773	1	Synechocystis	2.4.2.29	K00773	K00773	2.4.2.29
K00784	1	Synechocystis	3.1.26.11	K00784	K00784	3.1.26.11
K00788	1	Synechocystis	2.5.1.3	K00788,K14153,K14154,K21219,K21220	K00788,K14153,K14154,K21219,K21220	2.5.1.3
K00789	1	Synechocystis	2.5.1.6	K00789	K00789	2.5.1.6
K00790	1	Synechocystis	2.5.1.7	K00790	K00790	2.5.1.7
K00791	1	Synechocystis	2.5.1.75	K00791	K00791	2.5.1.75
K00793	1	Synechocystis	2.5.1.9	K00793	K00793	2.5.1.9
K00794	1	Synechocystis	2.5.1.78	K00794	K00794	2.5.1.78
K00796	1	Synechocystis	2.5.1.15	K00796,K13939,K13941,K18824,K18825,K18974,K24102	K00796,K13939,K13941,K18824,K18825,K18974,K24102	2.5.1.15
K00799	1	Synechocystis	2.5.1.18	K00799,K04097,K13299,K21253,K21264,K21265,K21888,K23790,K25210,K29001	K00799,K04097,K13299,K21253,K21264,K21265,K21888,K23790,K25210,K29001	2.5.1.18
K00800	1	Synechocystis	2.5.1.19	K00800,K13830,K24018	K00800,K13830,K24018	2.5.1.19
K00801	1	Synechocystis	2.5.1.21	K00801	K00801	2.5.1.21
K00806	1	Synechocystis	2.5.1.31	K00806	K00806	2.5.1.31
K00812	1	Synechocystis	2.6.1.1	K00811,K00812,K00813,K11358,K14454,K14455,K15849	K00811,K00812,K00813,K11358,K14454,K14455,K15849	2.6.1.1
K00817	1	Synechocystis	2.6.1.9	K00817	K00817	2.6.1.9
K00820	1	Synechocystis	2.6.1.16	K00820	K00820	2.6.1.16
K00821	1	Synechocystis	2.6.1.11,2.6.1.17	K00821,K14267,K00818,K00821	K00818,K00821,K14267	2.6.1.11,2.6.1.17
K00826	1	Synechocystis	2.6.1.42	K00826	K00826	2.6.1.42
K00845	1	Synechocystis	2.7.1.2	K00845,K12407,K25026	K00845,K12407,K25026	2.7.1.2
K00847	1	Synechocystis	2.7.1.4	K00847	K00847	2.7.1.4
K00854	1	Synechocystis	2.7.1.17	K00854	K00854	2.7.1.17
K00855	1	Synechocystis	2.7.1.19	K00855,K28462	K00855,K28462	2.7.1.19
K00858	1	Synechocystis	2.7.1.23	K00858	K00858	2.7.1.23
K00859	1	Synechocystis	2.7.1.24	K00859,K02318	K00859,K02318	2.7.1.24
K00860	1	Synechocystis	2.7.1.25	K00860,K00955,K13811	K00860,K00955,K13811	2.7.1.25
K00864	1	Synechocystis	2.7.1.30	K00864,K19583	K00864,K19583	2.7.1.30
K00865	1	Synechocystis	2.7.1.165	K00865,K11529	K00865,K11529	2.7.1.165
K00872	1	Synechocystis	2.7.1.39	K00872,K02203,K02204	K00872,K02203,K02204	2.7.1.39
K00873	1	Synechocystis	2.7.1.40	K00873,K12406	K00873,K12406	2.7.1.40
K00891	1	Synechocystis	2.7.1.71	K00891,K13829,K13830	K00891,K13829,K13830	2.7.1.71
K00901	1	Synechocystis	2.7.1.107	K00901,K07029	K00901,K07029	2.7.1.107
K00919	1	Synechocystis	2.7.1.148	K00919	K00919	2.7.1.148
K00925	1	Synechocystis	2.7.2.1	K00925	K00925	2.7.2.1
K00926	1	Synechocystis	2.7.2.2	K00926	K00926	2.7.2.2
K00927	1	Synechocystis	2.7.2.3	K00927	K00927	2.7.2.3
K00928	1	Synechocystis	2.7.2.4	K00928,K12524,K12525,K12526	K00928,K12524,K12525,K12526	2.7.2.4
K00930	1	Synechocystis	2.7.2.8	K00930,K12659,K22478	K00930,K12659,K22478	2.7.2.8
K00931	1	Synechocystis	2.7.2.11	K00931,K12657	K00931,K12657	2.7.2.11
K00937	1	Synechocystis	2.7.4.1	K00937,K27692	K00937,K27692	2.7.4.1
K00939	1	Synechocystis	2.7.4.3	K00939,K18532,K18533	K00939,K18532,K18533	2.7.4.3
K00940	1	Synechocystis	2.7.4.6	K00940,K18533	K00940,K18533	2.7.4.6
K00942	1	Synechocystis	2.7.4.8	K00942	K00942	2.7.4.8
K00943	1	Synechocystis	2.7.4.9	K00943	K00943	2.7.4.9
K00946	1	Synechocystis	2.7.4.16	K00946	K00946	2.7.4.16
K00948	1	Synechocystis	2.7.6.1	K00948	K00948	2.7.6.1
K00950	1	Synechocystis	2.7.6.3	K00950,K07142,K13939,K13940,K13941	K00950,K07142,K13939,K13940,K13941	2.7.6.3
K00951	1	Synechocystis	2.7.6.5	K00951,K01139,K07816	K00951,K01139,K07816	2.7.6.5
K00954	1	Synechocystis	2.7.7.3	K00954,K02201,K02318	K00954,K02201,K02318	2.7.7.3
K00958	1	Synechocystis	2.7.7.4	K00955,K00956,K00957,K00958,K13811	K00955,K00956,K00957,K00958,K13811	2.7.7.4
K00962	1	Synechocystis	2.7.7.8	K00962	K00962	2.7.7.8
K00966	1	Synechocystis	2.7.7.13	K00966,K00971,K16011,K16881	K00966,K00971,K16011,K16881	2.7.7.13
K00969	1	Synechocystis	2.7.7.18	K00969,K06210	K00969,K06210	2.7.7.18
K00970	1	Synechocystis	2.7.7.19	K00970,K03514,K11700,K14079,K14376,K18060,K18709,K21315,K23034,K23035	K00970,K03514,K11700,K14079,K14376,K18060,K18709,K21315,K23034,K23035	2.7.7.19
K00971	1	Synechocystis	2.7.7.13	K00966,K00971,K16011,K16881	K00966,K00971,K16011,K16881	2.7.7.13
K00973	1	Synechocystis	2.7.7.24	K00973,K23144	K00973,K23144	2.7.7.24
K00974	1	Synechocystis	2.7.7.72	K00974,K07558	K00974,K07558	2.7.7.72
K00975	1	Synechocystis	2.7.7.27	K00975	K00975	2.7.7.27
K00978	1	Synechocystis	2.7.7.33	K00978	K00978	2.7.7.33
K00981	1	Synechocystis	2.7.7.41	K00981	K00981	2.7.7.41
K00988	1	Synechocystis	2.7.7.5,2.7.7.53	K00988,K19710,K00988,K22966	K00988,K19710,K22966	2.7.7.5,2.7.7.53
K00991	1	Synechocystis	2.7.7.60	K00991,K12506	K00991,K12506	2.7.7.60
K00995	1	Synechocystis	2.7.8.5	K00995	K00995	2.7.8.5
K01000	1	Synechocystis	2.7.8.13	K01000	K01000	2.7.8.13
K01007	1	Synechocystis	2.7.9.2	K01007	K01007	2.7.9.2
K01008	1	Synechocystis	2.7.9.3	K01008	K01008	2.7.9.3
K01012	1	Synechocystis	2.8.1.6	K01012	K01012	2.8.1.6
K01046	1	Synechocystis	3.1.1.3	K01046,K12298,K13534,K13616,K14073,K14074,K14075,K14076,K14452,K14674,K14675,K16816,K17900,K22283,K22284	K01046,K12298,K13534,K13616,K14073,K14074,K14075,K14076,K14452,K14674,K14675,K16816,K17900,K22283,K22284	3.1.1.3
K01056	1	Synechocystis	3.1.1.29	K01056,K04794,K05969,K15033	K01056,K04794,K05969,K15033	3.1.1.29
K01057	1	Synechocystis	3.1.1.31	K01057,K07404,K13937	K01057,K07404,K13937	3.1.1.31
K01061	1	Synechocystis	3.1.1.45	K01061	K01061	3.1.1.45
K01066	1	Synechocystis			K01066	
K01069	1	Synechocystis	3.1.2.6	K01069	K01069	3.1.2.6
K01070	1	Synechocystis	3.1.2.12	K01070	K01070	3.1.2.12
K01077	1	Synechocystis	3.1.3.1	K01077,K01113	K01077,K01113	3.1.3.1
K01081	1	Synechocystis	3.1.3.5	K01081,K02566,K03787,K08693,K11751,K19283,K19970	K01081,K02566,K03787,K08693,K11751,K19283,K19970	3.1.3.5
K01082	1	Synechocystis	3.1.3.7	K01082,K06881,K15422,K15759	K01082,K06881,K15422,K15759	3.1.3.7
K01090	1	Synechocystis	3.1.3.16	K01090,K01110,K04348,K04382,K04457,K04459,K04460,K04461,K05766,K06269,K06382,K06639,K07313,K07314,K10147,K11915,K13807,K14165,K14167,K14497,K14501,K14803,K14819,K15423,K15427,K15498,K15544,K15637,K15731,K15732,K16340,K17499,K17500,K17501,K17502,K17503,K17504,K17505,K17506,K17507,K17508,K17614,K17615,K17617,K17618,K18498,K18998,K18999,K19704,K19705,K19708,K19790,K20074,K20216,K20551,K20827,K21278,K21814,K21946,K23534,K28965	K01090,K01110,K04348,K04382,K04457,K04459,K04460,K04461,K05766,K06269,K06382,K06639,K07313,K07314,K10147,K11915,K13807,K14165,K14167,K14497,K14501,K14803,K14819,K15423,K15427,K15498,K15544,K15637,K15731,K15732,K16340,K17499,K17500,K17501,K17502,K17503,K17504,K17505,K17506,K17507,K17508,K17614,K17615,K17617,K17618,K18498,K18998,K18999,K19704,K19705,K19708,K19790,K20074,K20216,K20551,K20827,K21278,K21814,K21946,K23534,K28965	3.1.3.16
K01091	1	Synechocystis	3.1.3.18	K01091,K19269,K22223,K28203	K01091,K19269,K22223,K28203	3.1.3.18
K01092	1	Synechocystis	3.1.3.25	K01092,K10047,K18649	K01092,K10047,K18649	3.1.3.25
K01104	1	Synechocystis	3.1.3.48	K01104,K01110,K02555,K04458,K04459,K05693,K05694,K05695,K05696,K05697,K05698,K05766,K05866,K05867,K06478,K06639,K06645,K06776,K06777,K06778,K07293,K07817,K08114,K11240,K13297,K14165,K14167,K14394,K14819,K15616,K16662,K16667,K16910,K17614,K17619,K17620,K17621,K17622,K18018,K18019,K18024,K18025,K18026,K18027,K18032,K18033,K18034,K18035,K18036,K18037,K18038,K18039,K18040,K18041,K18043,K18045,K18046,K18065,K18082,K18498,K18993,K19269,K19806,K19812,K20216,K20220,K20551,K20945,K21278,K21946,K23474,K23866,K25307,K25994,K26451	K01104,K01110,K02555,K04458,K04459,K05693,K05694,K05695,K05696,K05697,K05698,K05766,K05866,K05867,K06478,K06639,K06645,K06776,K06777,K06778,K07293,K07817,K08114,K11240,K13297,K14165,K14167,K14394,K14819,K15616,K16662,K16667,K16910,K17614,K17619,K17620,K17621,K17622,K18018,K18019,K18024,K18025,K18026,K18027,K18032,K18033,K18034,K18035,K18036,K18037,K18038,K18039,K18040,K18041,K18043,K18045,K18046,K18065,K18082,K18498,K18993,K19269,K19806,K19812,K20216,K20220,K20551,K20945,K21278,K21946,K23474,K23866,K25307,K25994,K26451	3.1.3.48
K01129	1	Synechocystis	3.1.5.1	K01129	K01129	3.1.5.1
K01139	1	Synechocystis	2.7.6.5,3.1.7.2	K01139,K21138,K00951,K01139,K07816	K00951,K01139,K07816,K21138	2.7.6.5,3.1.7.2
K01142	1	Synechocystis	3.1.11.2	K01142,K02830,K10771,K10772,K10790,K10791,K10994	K01142,K02830,K10771,K10772,K10790,K10791,K10994	3.1.11.2
K01147	1	Synechocystis	3.1.13.1	K01147,K12573,K12579,K19782,K25165	K01147,K12573,K12579,K19782,K25165	3.1.13.1
K01153	1	Synechocystis	3.1.21.3	K01153,K01154	K01153,K01154	3.1.21.3
K01159	1	Synechocystis	3.1.21.10	K01159,K01160,K03552,K17676,K26527	K01159,K01160,K03552,K17676,K26527	3.1.21.10
K01179	1	Synechocystis	3.2.1.4	K01179,K19357,K20542	K01179,K19357,K20542	3.2.1.4
K01191	1	Synechocystis	3.2.1.24	K01191,K12311,K12312	K01191,K12311,K12312	3.2.1.24
K01193	1	Synechocystis	3.2.1.26	K01193,K28898	K01193,K28898	3.2.1.26
K01207	1	Synechocystis	3.2.1.52	K01207,K12373,K14459,K20730	K01207,K12373,K14459,K20730	3.2.1.52
K01208	1	Synechocystis	3.2.1.54,3.2.1.133,3.2.1.135	K01208,K01208,K21575,K01208,K05992	K01208,K05992,K21575	3.2.1.133,3.2.1.135,3.2.1.54
K01214	1	Synechocystis	3.2.1.68	K01214	K01214	3.2.1.68
K01247	1	Synechocystis	3.2.2.21	K01247,K03652,K13529	K01247,K03652,K13529	3.2.2.21
K01251	1	Synechocystis	3.13.2.1	K01251	K01251	3.13.2.1
K01255	1	Synechocystis	3.4.11.1	K01255,K11142,K28939	K01255,K11142,K28939	3.4.11.1
K01256	1	Synechocystis	3.4.11.2	K01256,K11140	K01256,K11140	3.4.11.2
K01262	1	Synechocystis	3.4.11.9	K01262,K14208	K01262,K14208	3.4.11.9
K01265	1	Synechocystis	3.4.11.18	K01265	K01265	3.4.11.18
K01286	1	Synechocystis	3.4.16.4	K01286,K02545,K03587,K05365,K05366,K05515,K07258,K07259,K12555,K18770,K18988,K21464,K21469	K01286,K02545,K03587,K05365,K05366,K05515,K07258,K07259,K12555,K18770,K18988,K21464,K21469	3.4.16.4
K01297	1	Synechocystis	3.4.17.13	K01297,K13694	K01297,K13694	3.4.17.13
K01338	1	Synechocystis	3.4.21.53	K01338,K04076,K08675	K01338,K04076,K08675	3.4.21.53
K01356	1	Synechocystis	3.4.21.88	K01356	K01356	3.4.21.88
K01358	1	Synechocystis	3.4.21.92	K01358	K01358	3.4.21.92
K01409	1	Synechocystis	2.3.1.234	K01409,K15904,K25706	K01409,K15904,K25706	2.3.1.234
K01414	1	Synechocystis	3.4.24.70	K01414	K01414	3.4.24.70
K01424	1	Synechocystis	3.5.1.1	K01424,K13051,K13278	K01424,K13051,K13278	3.5.1.1
K01425	1	Synechocystis	3.5.1.2	K01425,K23265	K01425,K23265	3.5.1.2
K01426	1	Synechocystis	3.5.1.4	K01426	K01426	3.5.1.4
K01428	1	Synechocystis	3.5.1.5	K01427,K01428,K01429,K01430,K14048	K01427,K01428,K01429,K01430,K14048	3.5.1.5
K01429	1	Synechocystis	3.5.1.5	K01427,K01428,K01429,K01430,K14048	K01427,K01428,K01429,K01430,K14048	3.5.1.5
K01430	1	Synechocystis	3.5.1.5	K01427,K01428,K01429,K01430,K14048	K01427,K01428,K01429,K01430,K14048	3.5.1.5
K01433	1	Synechocystis	3.5.1.10	K01433	K01433	3.5.1.10
K01434	1	Synechocystis	3.5.1.11	K01434,K24041	K01434,K24041	3.5.1.11
K01436	1	Synechocystis			K01436	
K01437	1	Synechocystis	3.5.1.15	K01437	K01437	3.5.1.15
K01442	1	Synechocystis	3.5.1.24	K01442	K01442	3.5.1.24
K01448	1	Synechocystis	3.5.1.28	K01447,K01448,K03806,K11066,K13714,K22409,K24076,K24096	K01447,K01448,K03806,K11066,K13714,K22409,K24076,K24096	3.5.1.28
K01462	1	Synechocystis	3.5.1.88	K01462	K01462	3.5.1.88
K01465	1	Synechocystis	3.5.2.3	K01465,K11540	K01465,K11540	3.5.2.3
K01469	1	Synechocystis	3.5.2.9	K01469,K07160,K23123,K23124	K01469,K07160,K23123,K23124	3.5.2.9
K01470	1	Synechocystis	3.5.2.10	K01470	K01470	3.5.2.10
K01480	1	Synechocystis	3.5.3.11	K01480	K01480	3.5.3.11
K01485	1	Synechocystis	3.5.4.1,3.5.4.21	K01485,K03365	K01485,K03365	3.5.4.1,3.5.4.21
K01491	1	Synechocystis	1.5.1.5,3.5.4.9	K00288,K01491,K01500,K13403,K00288,K00300,K01491	K00288,K00300,K01491,K01500,K13403	1.5.1.5,3.5.4.9
K01494	1	Synechocystis	3.5.4.13	K01494	K01494	3.5.4.13
K01495	1	Synechocystis	3.5.4.16	K01495,K09007,K22391	K01495,K09007,K22391	3.5.4.16
K01501	1	Synechocystis	3.5.5.1	K01501	K01501	3.5.5.1
K01502	1	Synechocystis	3.5.5.7	K01502	K01502	3.5.5.7
K01507	1	Synechocystis	3.6.1.1	K01507,K06019,K11725,K11726,K15986	K01507,K06019,K11725,K11726,K15986	3.6.1.1
K01515	1	Synechocystis	3.6.1.13	K01515,K01517,K04977,K13987,K13988,K18453,K26448,K26956	K01515,K01517,K04977,K13987,K13988,K18453,K26448,K26956	3.6.1.13
K01524	1	Synechocystis	3.6.1.11,3.6.1.40	K01514,K01524,K01524	K01514,K01524	3.6.1.11,3.6.1.40
K01533	1	Synechocystis	7.2.2.9	K01533	K01533	7.2.2.9
K01534	1	Synechocystis	7.2.2.12,7.2.2.21	K01532,K01534,K01534	K01532,K01534	7.2.2.12,7.2.2.21
K01537	1	Synechocystis	7.2.2.10	K01537,K05850,K05853	K01537,K05850,K05853	7.2.2.10
K01546	1	Synechocystis			K01546	
K01547	1	Synechocystis	7.2.2.6	K01547	K01547	7.2.2.6
K01548	1	Synechocystis			K01548	
K01551	1	Synechocystis	7.3.2.7	K01551	K01551	7.3.2.7
K01563	1	Synechocystis	3.8.1.5	K01563	K01563	3.8.1.5
K01569	1	Synechocystis	4.1.1.2	K01569	K01569	4.1.1.2
K01579	1	Synechocystis	4.1.1.11	K01579,K18933,K18966,K24264	K01579,K18933,K18966,K24264	4.1.1.11
K01580	1	Synechocystis	4.1.1.15	K01580	K01580	4.1.1.15
K01582	1	Synechocystis	4.1.1.18	K01582,K28682	K01582,K28682	4.1.1.18
K01585	1	Synechocystis	4.1.1.19	K01583,K01584,K01585,K02626	K01583,K01584,K01585,K02626	4.1.1.19
K01586	1	Synechocystis	4.1.1.20	K01586,K12526	K01586,K12526	4.1.1.20
K01588	1	Synechocystis	5.4.99.18	K01588	K01588	5.4.99.18
K01589	1	Synechocystis	6.3.4.18	K01589	K01589	6.3.4.18
K01591	1	Synechocystis	4.1.1.23	K01591,K13421	K01591,K13421	4.1.1.23
K01595	1	Synechocystis	4.1.1.31	K01595	K01595	4.1.1.31
K01599	1	Synechocystis	4.1.1.37	K01599	K01599	4.1.1.37
K01601	1	Synechocystis	4.1.1.39	K01601,K01602	K01601,K01602	4.1.1.39
K01602	1	Synechocystis	4.1.1.39	K01601,K01602	K01601,K01602	4.1.1.39
K01607	1	Synechocystis	4.1.1.44	K01607,K14727	K01607,K14727	4.1.1.44
K01609	1	Synechocystis	4.1.1.48	K01609,K01656,K13498,K13501	K01609,K01656,K13498,K13501	4.1.1.48
K01619	1	Synechocystis	4.1.2.4	K01619	K01619	4.1.2.4
K01621	1	Synechocystis	4.1.2.9,4.1.2.22	K01621	K01621	4.1.2.22,4.1.2.9
K01623	1	Synechocystis	4.1.2.13	K01622,K01623,K01624,K11645,K16305,K16306	K01622,K01623,K01624,K11645,K16305,K16306	4.1.2.13
K01624	1	Synechocystis	4.1.2.13	K01622,K01623,K01624,K11645,K16305,K16306	K01622,K01623,K01624,K11645,K16305,K16306	4.1.2.13
K01625	1	Synechocystis	4.1.2.14,4.1.3.42	K01625,K17463,K28887,K01625	K01625,K17463,K28887	4.1.2.14,4.1.3.42
K01633	1	Synechocystis	4.1.2.25,5.1.99.8,1.13.11.81	K01633,K01633,K09739,K13939,K13940	K01633,K09739,K13939,K13940	1.13.11.81,4.1.2.25,5.1.99.8
K01647	1	Synechocystis	2.3.3.1	K01647	K01647	2.3.3.1
K01649	1	Synechocystis	2.3.3.13	K01649	K01649	2.3.3.13
K01652	1	Synechocystis	2.2.1.6	K01652,K01653,K11258	K01652,K01653,K11258	2.2.1.6
K01653	1	Synechocystis	2.2.1.6	K01652,K01653,K11258	K01652,K01653,K11258	2.2.1.6
K01657	1	Synechocystis	4.1.3.27	K01656,K01657,K01658,K13497,K13501,K13503	K01656,K01657,K01658,K13497,K13501,K13503	4.1.3.27
K01658	1	Synechocystis	4.1.3.27	K01656,K01657,K01658,K13497,K13501,K13503	K01656,K01657,K01658,K13497,K13501,K13503	4.1.3.27
K01661	1	Synechocystis	4.1.3.36	K01661	K01661	4.1.3.36
K01662	1	Synechocystis	2.2.1.7	K01662	K01662	2.2.1.7
K01664	1	Synechocystis	2.6.1.85	K01664,K01665,K03342,K13950	K01664,K01665,K03342,K13950	2.6.1.85
K01665	1	Synechocystis	2.6.1.85	K01664,K01665,K03342,K13950	K01664,K01665,K03342,K13950	2.6.1.85
K01669	1	Synechocystis	4.1.99.3	K01669	K01669	4.1.99.3
K01673	1	Synechocystis	4.2.1.1	K01672,K01673,K01674,K01743,K18245,K18246,K28955,K28956	K01672,K01673,K01674,K01743,K18245,K18246,K28955,K28956	4.2.1.1
K01679	1	Synechocystis	4.2.1.2	K01675,K01676,K01677,K01678,K01679,K01774	K01675,K01676,K01677,K01678,K01679,K01774	4.2.1.2
K01682	1	Synechocystis	4.2.1.3,4.2.1.99	K01681,K01682,K27802,K01682,K27802	K01681,K01682,K27802	4.2.1.3,4.2.1.99
K01687	1	Synechocystis	4.2.1.9	K01687	K01687	4.2.1.9
K01689	1	Synechocystis	4.2.1.11	K01689,K27394	K01689,K27394	4.2.1.11
K01693	1	Synechocystis	4.2.1.19	K01089,K01693	K01089,K01693	4.2.1.19
K01695	1	Synechocystis	4.2.1.20	K01694,K01695,K01696,K06001	K01694,K01695,K01696,K06001	4.2.1.20
K01696	1	Synechocystis	4.2.1.20	K01694,K01695,K01696,K06001	K01694,K01695,K01696,K06001	4.2.1.20
K01698	1	Synechocystis	4.2.1.24	K01698	K01698	4.2.1.24
K01703	1	Synechocystis	4.2.1.33,4.2.1.35	K01702,K01703,K01704,K21359,K01703,K01704	K01702,K01703,K01704,K21359	4.2.1.33,4.2.1.35
K01704	1	Synechocystis	4.2.1.33,4.2.1.35	K01702,K01703,K01704,K21359,K01703,K01704	K01702,K01703,K01704,K21359	4.2.1.33,4.2.1.35
K01709	1	Synechocystis	4.2.1.45	K01709	K01709	4.2.1.45
K01710	1	Synechocystis	4.2.1.46	K01710	K01710	4.2.1.46
K01711	1	Synechocystis	4.2.1.47	K01711	K01711	4.2.1.47
K01714	1	Synechocystis	4.3.3.7	K01714	K01714	4.3.3.7
K01719	1	Synechocystis	4.2.1.75	K01719,K13542,K13543	K01719,K13542,K13543	4.2.1.75
K01724	1	Synechocystis	4.2.1.96	K01724	K01724	4.2.1.96
K01725	1	Synechocystis	4.2.1.104	K01725	K01725	4.2.1.104
K01733	1	Synechocystis	4.2.3.1	K01733	K01733	4.2.3.1
K01735	1	Synechocystis	4.2.3.4	K01735,K13829,K13830	K01735,K13829,K13830	4.2.3.4
K01736	1	Synechocystis	4.2.3.5	K01736	K01736	4.2.3.5
K01737	1	Synechocystis	4.2.3.12,4.1.2.50	K01737,K01737,K22101	K01737,K22101	4.1.2.50,4.2.3.12
K01738	1	Synechocystis	2.5.1.47	K01738,K10150,K13034,K17069,K19725	K01738,K10150,K13034,K17069,K19725	2.5.1.47
K01749	1	Synechocystis	2.5.1.61	K01749	K01749	2.5.1.61
K01754	1	Synechocystis	4.3.1.19	K01754,K17989	K01754,K17989	4.3.1.19
K01755	1	Synechocystis	4.3.2.1	K01755,K14681	K01755,K14681	4.3.2.1
K01756	1	Synechocystis	4.3.2.2	K01756	K01756	4.3.2.2
K01758	1	Synechocystis	4.4.1.1	K01758,K17217	K01758,K17217	4.4.1.1
K01759	1	Synechocystis	4.4.1.5	K01759	K01759	4.4.1.5
K01768	1	Synechocystis	4.6.1.1	K01768,K05851,K05873,K08041,K08042,K08043,K08044,K08045,K08046,K08047,K08048,K08049,K11029,K11265,K22944	K01768,K05851,K05873,K08041,K08042,K08043,K08044,K08045,K08046,K08047,K08048,K08049,K11029,K11265,K22944	4.6.1.1
K01770	1	Synechocystis	4.6.1.12	K01770,K12506	K01770,K12506	4.6.1.12
K01772	1	Synechocystis	4.98.1.1,4.99.1.9	K01772	K01772	4.98.1.1,4.99.1.9
K01775	1	Synechocystis	5.1.1.1	K01775,K01798,K18348,K29026	K01775,K01798,K18348,K29026	5.1.1.1
K01776	1	Synechocystis	5.1.1.3	K01776,K29026	K01776,K29026	5.1.1.3
K01778	1	Synechocystis	5.1.1.7	K01778	K01778	5.1.1.7
K01783	1	Synechocystis	5.1.3.1	K01783	K01783	5.1.3.1
K01784	1	Synechocystis	5.1.3.2	K01784,K17716	K01784,K17716	5.1.3.2
K01787	1	Synechocystis	5.1.3.8	K01787	K01787	5.1.3.8
K01790	1	Synechocystis	5.1.3.13	K01790,K23987	K01790,K23987	5.1.3.13
K01791	1	Synechocystis	5.1.3.14	K01791	K01791	5.1.3.14
